loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),batteryState(N),batteryLevel(R)
2022-05-12T10:37:00.914+02:00,1652344619.99987,53.22896503848325,10.39844155312553,36.42404,0.17,0.73,-1,-1,4,10,-9999,3109.556671666667,0.1197357177734375,-0.633026123046875,-0.7795562744140625,3109.551673666667,0.06005365135335535,0.1488781084198711,0.6610704783733964,0.008078736253082752,0.04141880571842194,-0.00746440701186657,-0.02562004327774048,-0.01062542200088501,-0.002202808856964111,XArbitraryZVertical,0.3213927302722503,0.08002958778558095,0.05244447768705641,0.9420996388802233,0.1170811429619789,-0.6139621734619141,-0.7806039452552795,0,0,0,-1,-1,3106.325342125,walking,2,2022-05-12T10:36:57.641+02:00,2022-05-11T22:15:20.957+02:00,633,0.8772626,0.6313528,2.236902,487.2902,0,0,2022-05-12T10:37:00.200+02:00,674037420.1998624,0,0.4399986,100.9019,1,0.95
2022-05-12T10:37:00.920+02:00,1652344619.99987,53.22896503848325,10.39844155312553,36.42404,0.17,0.73,-1,-1,4,10,-9999,3109.566666666667,0.1277008056640625,-0.6368408203125,-0.7741851806640625,3109.561668666667,0.05986745384427051,0.149346574841616,0.6610079156707913,-0.006584362126886845,0.0174919031560421,-0.01536067947745323,0.002283096313476562,-0.01911294460296631,0.001030385494232178,XArbitraryZVertical,0.3213583898629331,0.08022020943236158,0.05243014627691585,0.9420959440115455,0.1174525320529938,-0.6139127612113953,-0.7805870175361633,0,0,0,-1,-1,3106.325342125,walking,2,2022-05-12T10:36:57.641+02:00,2022-05-11T22:15:20.957+02:00,633,0.8772626,0.6313528,2.236902,487.2902,0,0,2022-05-12T10:37:00.200+02:00,674037420.1998624,0,0.4399986,100.9019,1,0.95
2022-05-12T10:37:00.922+02:00,1652344619.99987,53.22896503848325,10.39844155312553,36.42404,0.17,0.73,-1,-1,4,10,-9999,3109.576661666667,0.119659423828125,-0.62939453125,-0.7775421142578125,3109.571663666667,0.05963174966021707,0.1495840755156723,0.6607016959273385,-0.0172483567148447,0.0006734407506883144,-0.02282705157995224,0.01003479957580566,-0.02316939830780029,0.006559431552886963,XArbitraryZVertical,0.3212171535102892,0.0802936139516755,0.05234793851448565,0.9421424391103771,0.1176659315824509,-0.6136710643768311,-0.7807449698448181,0,0,0,-1,-1,3106.325342125,walking,2,2022-05-12T10:36:57.641+02:00,2022-05-11T22:15:20.957+02:00,633,0.8772626,0.6313528,2.236902,487.2902,0,0,2022-05-12T10:37:00.200+02:00,674037420.1998624,0,0.4399986,100.9019,1,0.95
2022-05-12T10:37:00.935+02:00,1652344619.99987,53.22896503848325,10.39844155312553,36.42404,0.17,0.73,-1,-1,4,10,-9999,3109.586656666667,0.121368408203125,-0.6182708740234375,-0.77581787109375,3109.581658666667,0.05947895059950062,0.1496114966608794,0.6603653755081917,-0.01787286810576916,0.009558545425534248,-0.02260574325919151,0.00194123387336731,-0.01598864793777466,0.003403306007385254,XArbitraryZVertical,0.3210638806709133,0.08028134372614101,0.05227009356715496,0.9422000800805518,0.1177181005477905,-0.6134054660797119,-0.7809457778930664,0,0,0,-1,-1,3106.325342125,walking,2,2022-05-12T10:36:57.641+02:00,2022-05-11T22:15:20.957+02:00,633,0.8772626,0.6313528,2.236902,487.2902,0,0,2022-05-12T10:37:00.200+02:00,674037420.1998624,0,0.4399986,100.9019,1,0.95
2022-05-12T10:37:00.936+02:00,1652344619.99987,53.22896503848325,10.39844155312553,36.42404,0.17,0.73,-1,-1,4,10,-9999,3109.596651666667,0.12713623046875,-0.6146240234375,-0.7762603759765625,3109.591653666667,0.05963403941894106,0.1491682437574804,0.6601436185069013,-0.01062307879328728,0.007268493063747883,-0.02372400462627411,0.003976181149482727,-0.005040168762207031,0.005314111709594727,XArbitraryZVertical,0.3209646169819195,0.08009698230671515,0.05226525658382906,0.9422498501213413,0.1173921450972557,-0.613230288028717,-0.7811324000358582,0,0,0,-1,-1,3106.325342125,walking,2,2022-05-12T10:36:57.641+02:00,2022-05-11T22:15:20.957+02:00,633,0.8772626,0.6313528,2.236902,487.2902,0,0,2022-05-12T10:37:00.200+02:00,674037420.1998624,0,0.4399986,100.9019,1,0.95
2022-05-12T10:37:00.938+02:00,1652344619.99987,53.22896503848325,10.39844155312553,36.42404,0.17,0.73,-1,-1,4,10,-9999,3109.606646666667,0.12591552734375,-0.61260986328125,-0.7760009765625,3109.601648666667,0.05940592962487319,0.1492747359565447,0.659890041550629,-0.009995106607675552,-0.002462697913870215,-0.02633283659815788,0.009637698531150818,-0.001593649387359619,0.005012869834899902,XArbitraryZVertical,0.3208513377862262,0.08011006065993138,0.05216716032275495,0.9422927100171756,0.117498442530632,-0.613029956817627,-0.7812736034393311,0,0,0,-1,-1,3106.325342125,walking,2,2022-05-12T10:36:57.641+02:00,2022-05-11T22:15:20.957+02:00,633,0.8772626,0.6313528,2.236902,487.2902,0,0,2022-05-12T10:37:00.200+02:00,674037420.1998624,0,0.4399986,100.9019,1,0.95
2022-05-12T10:37:00.940+02:00,1652344619.99987,53.22896503848325,10.39844155312553,36.42404,0.17,0.73,-1,-1,4,10,-9999,3109.616641666667,0.1232147216796875,-0.6086273193359375,-0.7817230224609375,3109.611643666667,0.05895509538691358,0.149696042814799,0.6598108373459076,-0.01578548364341259,-0.001239507691934705,-0.02568302489817142,0.008080616593360901,0.0003579258918762207,0.005270719528198242,XArbitraryZVertical,0.3208210532587527,0.08023608590158751,0.0520199147801783,0.9423004649078252,0.1178348362445831,-0.6129674315452576,-0.7812720537185669,0,0,0,-1,-1,3106.325342125,walking,2,2022-05-12T10:36:57.641+02:00,2022-05-11T22:15:20.957+02:00,633,0.8772626,0.6313528,2.236902,487.2902,0,0,2022-05-12T10:37:00.200+02:00,674037420.1998624,0,0.4399986,100.9019,1,0.95
2022-05-12T10:37:00.943+02:00,1652344619.99987,53.22896503848325,10.39844155312553,36.42404,0.17,0.73,-1,-1,4,10,-9999,3109.626635666667,0.127044677734375,-0.6004791259765625,-0.787506103515625,3109.621638666667,0.05879793416334039,0.1496676343400404,0.6597431792552835,-0.01001121662557125,-0.004166588187217712,-0.02136550843715668,0.005395807325839996,0.004287004470825195,-0.0004069805145263672,XArbitraryZVertical,0.3207961699729673,0.08019737159515568,0.05193924058969797,0.942316680803688,0.1178188249468803,-0.612913966178894,-0.7813163995742798,0,0,0,-1,-1,3106.325342125,walking,2,2022-05-12T10:36:57.641+02:00,2022-05-11T22:15:20.957+02:00,633,0.8772626,0.6313528,2.236902,487.2902,0,0,2022-05-12T10:37:00.200+02:00,674037420.1998624,0,0.4399986,100.9019,1,0.95
2022-05-12T10:37:00.953+02:00,1652344619.99987,53.22896503848325,10.39844155312553,36.42404,0.17,0.73,-1,-1,4,10,-9999,3109.636630666667,0.126373291015625,-0.5984039306640625,-0.7966461181640625,3109.631633666667,0.05869524391596649,0.1495106064960517,0.6597336531706138,-0.00372812245041132,-0.01001082919538021,-0.02164041250944138,0.009347587823867798,0.0124276876449585,-0.006165802478790283,XArbitraryZVertical,0.3207998693257708,0.08010689932445501,0.05186537972947651,0.9423271743661167,0.11769700050354,-0.6129063963890076,-0.7813406586647034,0,0,0,-1,-1,3106.325342125,walking,2,2022-05-12T10:36:57.641+02:00,2022-05-11T22:15:20.957+02:00,633,0.8772626,0.6313528,2.236902,487.2902,0,0,2022-05-12T10:37:00.200+02:00,674037420.1998624,0,0.4399986,100.9019,1,0.95
2022-05-12T10:37:00.965+02:00,1652344619.99987,53.22896503848325,10.39844155312553,36.42404,0.17,0.73,-1,-1,4,10,-9999,3109.646625666667,0.12115478515625,-0.6043243408203125,-0.802978515625,3109.641628666667,0.05845805432986556,0.1495594622444159,0.6598501121180579,0.005690679885447025,-0.01056982576847076,-0.01710212044417858,0.008648671209812164,0.0145949125289917,-0.01538217067718506,XArbitraryZVertical,0.3208630508998641,0.08009206788533724,0.0517650235104308,0.9423124563177606,0.1177245378494263,-0.6129984259605408,-0.7812643051147461,0,0,0,-1,-1,3106.325342125,walking,2,2022-05-12T10:36:57.641+02:00,2022-05-11T22:15:20.957+02:00,633,0.8772626,0.6313528,2.236902,487.2902,0,0,2022-05-12T10:37:00.200+02:00,674037420.1998624,0,0.4399986,100.9019,1,0.95
